,id_str,text,created_hr,created_dotw,calltime,day,set,call,favorite_count,retweet_count,place_names,place_ids,sources,influence_score,in_reply_to_status_id_str,in_reply_to_user_id_str,lang,is_quote_status,retweeted,truncated,user_id_str,user_name,user_description,user_location,user_since,favorites_counts,followers_count,friends_count,listed_count,profile_background_color,profile_text_color,user_screen_name,statuses_count,verified,num_tags,num_media,num_symbols,num_urls,num_user_mentions
4273,1096524446863626241,@dbongino Right! 😂 😂 😂 😂 😂,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,535.9,1096499484341735425,232901331,en,False,False,False,2294762225,Patrick Evans,"Trump 2020 🇺🇲 #MAGA 🇺🇸 #KAG 🇺🇸 

Followed by : @GenFlynn @TheHRH @RealJack @Scaramucci @DavidWohl","Pennsylvania, USA",5,82286,21271,18518,55,000000,000000,TrumplicanDJT,86991,False,0,0,0,0,1
4274,1096524450844065792,@Billbrowder Yes and my opinion is they have the top dog in the White House too,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,28.6,1096451988441780224,29769998,en,False,False,False,3393013192,Dee,,,3,33084,1123,3448,7,C0DEED,333333,AlftaraDiana,36892,False,0,0,0,0,1
4275,1096524501548969984,Listening to Art of the take this week and Spike rehashed 4 different takes on the show. Maybe keep track of your takes dude.,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,17.950000000000003,,,en,False,False,False,19219899,Reddingmuto,Sports fan who says things that generally aren't funny and a failure at snobbery. Also unnecessarily snarky.,"Cobb County, GA",10,161,589,1242,43,C0DEED,333333,Reddingwb,27001,False,0,0,0,0,0
4276,1096524502568194048,@FrankieSchweig1 @Deli_Fresh He undoubtedly regressed but  he was a down away from winning a Super Bowl.  Hardly talentless.,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for Android,35.1,1096523941701652486,3252206179,en,False,False,False,217320158,j❄e ⛄,25th Amendment Advocate 🔅 (~);} Jobriath Fan Account 👽,"Pennsylvania, USA",8,136349,1233,1774,57,F01811,333333,Shackelford1055,124077,False,0,0,0,0,2
4278,1096524560491515904,Women who like guys pudgy bellies. Why though?,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,4.2,,,en,False,False,False,535087277,JoshDeP,100% DM free. I swear I'm here for the lols.,"Pennsylvania, USA",6,2676,168,522,0,C0DEED,333333,CapNJDP,1354,False,0,0,0,0,0
4279,1096524592703787009,@atrupar @PressSec Well that certainly a gauntlet thrown,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.2750000000000001,1096490288422502400,288277167,en,False,False,False,442964043,Ruth Lyons,Grandmother Nurse Intellectual Loves my country,,7,1240,48,227,1,C0DEED,333333,erlyonurse,1022,False,0,0,0,0,2
4280,1096524649029136387,@rickygervais in the last month  I have watched #extras #Derek #Lifestooshort #Humanity #TheOffice and also… https://t.co/BGnyUs797i,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.7750000000000001,,20015311,en,False,False,True,338750955,Jim Moyer,,reading PA,7,1129,71,629,0,C0DEED,333333,sternfan2006,736,False,5,0,0,1,1
4281,1096524655702233089,EL TUCAN GETS HIS 50k. BALLZ OF STEEL HOLDING OUT ON THE EXTRA 15k OFFER!!!!,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,8.9,,,en,True,False,False,790226113,Joey,#1 Penn State Tailgater.,,6,16831,335,755,7,C0DEED,333333,jschmidt139,13937,False,0,0,0,0,0
4282,1096524661440086017,@thehill Likely?,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,43.8,1096518537252880384,1917731,en,False,False,False,306962931,((( Steve Todd ))),Both parties broken by big $; @BernieSanders Delegate 2016.  #FeelTheBern2020 @RootStrikers. INTP-T. @DemSocialist #BLM #SinglePayer #ActOnClimate #Anonymous,"Southcentral PA, USA",7,1756,1521,1876,77,0F010F,3E4415,stevenwtodd,25643,False,0,0,0,0,1
4283,1096524677428797440,Put your happiness first,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,0.4,,,en,False,False,False,763057444830326784,Austin Benscoter,pretty much the most socially awkward person you’ll meet,"Pennsylvania, USA",2,336,16,237,0,F5F8FA,333333,austinb_102,130,False,0,0,0,0,0
4284,1096524681790869504,@SpeakerPelosi Well said! @realDonaldTrump #NationalEmergency @FoxNews @CNN @MSNBC https://t.co/zZn15GTGej,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.4,,15764644,en,False,False,False,711192032,Steven Noga,,,6,451,130,303,2,0C1EC7,333333,SRNoga,661,False,1,1,0,0,5
4285,1096524704574246912,@amyklobuchar That has been my exact question for 2 years..when are the people in this country who support this pro… https://t.co/JbOKTqrnFN,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,28.6,1096218571003310080,33537967,en,False,False,True,3393013192,Dee,,,3,33086,1123,3448,7,C0DEED,333333,AlftaraDiana,36895,False,0,0,0,1,1
4286,1096524718730104833,good,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,3.5,,,en,True,False,False,3165300015,Liv,KU'21  🌸☕️ Laugh often and Smile always ☺️,"Pennsylvania, USA",3,3762,134,344,2,000000,000000,livielol,1011,False,0,0,0,0,0
4287,1096524753710575622,Follow me via INSTAGRAM 😙😙😙 thebriannafrost69 https://t.co/13MfuKVPJC,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,3924.6250000000005,,,en,False,False,False,39138350,Brianna Frost Hogan,*FOUNDER/OWNER/CEO/PRESIDENT OF HRH/US OFFICE*EMPATH*Life coach*NPC competitor*Telepathy*,"Chicago, IL",9,15277,154159,69,942,ACDED6,3D1957,briannafrost,58306,False,0,1,0,0,0
4288,1096524760673079296,@brunoroll14me @I_Exude_Sarcasm @DrawDownDmatt Wasn’t it BSO? That’s always like 20 pages to tell a story,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,22.075,1096524654804697088,723518760900943872,en,False,False,False,297766143,Mason,I wanna be so rich that I can fly first class around the country to watch Temple Football and Basketball play lowly American teams,"Philadelphia, PA",7,7041,847,1084,12,000000,000000,KorverAintMe,42839,False,0,0,0,0,3
4289,1096524832429215744,Best concert I’ve ever been to @Tinashe,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.25,,,en,True,False,False,1087810755351724032,Austin Gotwalt,@Tinashe Stan!!!!!,"Manchester, PA",0,694,50,81,0,F5F8FA,333333,SweeTeeAustin,1136,False,0,0,0,0,1
4292,1096524925567942656,Heaven on a plate. My chef. https://t.co/274ZtT4nJy,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.875,,,en,False,False,False,975765540257128448,Mrs. P,CDO of Casa Prokop. Wife of Papa G. Mom of the 3 best daughters EVER. Middle School ELA Teacher. Notre Dame fan. Browns fan. Indians fan. Beach girl. 🍎⛵️☘️,"Pennsylvania, USA",0,2563,75,347,0,F5F8FA,333333,jaymep11913,827,False,0,1,0,0,0
4293,1096524951530557440,"Thank You for Being a Friend🎶 @prettiesfyf use code ‘abby’ for 20% off at checkout 
🕷
follow @AbbyMoyer97 for more… https://t.co/3oPGazPZcN",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,15.275,,,en,False,False,True,514948831,Spidey Abby 🕷,your friendly neighborhood gwen stan,"Pittsburgh, PA",6,174317,587,794,8,1A1B1F,666666,spadergwen,92498,False,0,0,0,1,1
4294,1096524984023957504,@JasonNark @FamilyVideo My dream job as a high schooler in Monroe County was to work at the video store near my par… https://t.co/7OyF4jrxvu,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,65.22500000000001,1096088981534662656,14294167,en,False,False,True,250751320,Vinny Vella,In the Pa. 'burbs for @phillyinquirer. NEPA native. Former @hartfordcourant columnist and @PhillyDailyNews crime reporter. Send hate mail: vvella@phillynews.com,City of Brotherly Love,8,2393,2288,687,107,0A0A0A,333333,Vellastrations,5533,True,0,0,0,1,2
4295,1096524994455224320,This could be true,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,23.575,,,en,True,False,False,865752272411688962,SpankingKinkyMan,,"Pennsylvania, USA",1,94892,940,1062,1,F5F8FA,333333,spanking_kinky,8629,False,0,0,0,0,0
4296,1096525030077489152,@alexwagner Everyday it’s a https://t.co/2HHcaKr18e,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.925000000000001,1096434151136333825,54208274,en,False,False,False,3309100620,Randy Barry,former Us Navy and Democrat,"perkiomenville, Pa",3,9903,271,633,2,C0DEED,333333,RandyBarry1970,1479,False,0,1,0,0,1
4297,1096525048733679616,@TyZebruh @FlowsAndolini Ain’t that where the movie theater shooting was?,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,22.075,1096521944529293312,18784462,en,False,False,False,297766143,Mason,I wanna be so rich that I can fly first class around the country to watch Temple Football and Basketball play lowly American teams,"Philadelphia, PA",7,7041,847,1084,12,000000,000000,KorverAintMe,42840,False,0,0,0,0,2
4299,1096525076206358529,@TraplordTana I have an American bulldog at home so I can appreciate the wrinkled mess of a face lollll,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.5,1096524834090176512,989611814953652224,en,False,False,False,427935742,Laney,top notch underachiever.,philly,7,3635,300,293,0,C0DEED,333333,laneymajawnski,9736,False,0,0,0,0,1
4300,1096525106292158464,@AOC Im honestly not a very smart guy... but youre a very stupid human. You got into your position by being a women… https://t.co/pH0eQ3QvUk,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,4.925000000000001,1096433078136901634,138203134,en,False,False,True,395063987,Bob,Currently in a Rebuild. trust the Wizards and Raiders process.,America,7,601,197,238,0,1A1B1F,333333,HotTakeB0B,6128,False,0,0,0,1,1
4301,1096525113569234949,The ones we be scared to give our all to be the ones we suppose to have #iLoveMinesForSure,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,34.125,,,en,False,False,False,1031381934419656706,Lionel Lee™️🦓,™️🦓,"Pennsylvania, USA",0,3964,1365,4517,0,F5F8FA,333333,Lion3lLee,5435,False,1,0,0,0,0
4302,1096525139364233216,"#tgif 
Step up to the #The5thC at Cozzi Jewelers 
.
#engagementrings #newtownsquare #newtownsquarepa #edgmontpa… https://t.co/daMJz4ohNp",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,15.375000000000002,,,en,False,False,True,124043386,Cozzi Jewelers,Cozzi's Custom Designs :Your Diamond Destination for all Occasions!,Newtown Square PA,8,112,573,1240,14,C0DEED,333333,CozziJewelers,3363,False,6,0,0,1,0
4303,1096525165331132422,"Effing sad and true.  People are subjected to gun violence EVERYWHERE 

That's the real #NationalEmergency… https://t.co/IPHgESfq5r",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,23.900000000000002,,,en,True,False,True,1144022772,Still Sleepless in PA,"Ex-GOP in 2016.  Exhausted from DAILY dose of sad excuse for US President!
We DO NOT NEED to see/hear from
#LIARinChief #PutinsPuppet EVERY DAY!
#VoteThemAllOut","Pennsylvania, USA",6,21951,944,848,4,352726,3E4415,Sleepless_In_PA,8156,False,1,0,0,1,0
4305,1096525198969446406,@amruallano @alexwagner Miss that guy,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,6.925000000000001,1096435276593987584,1198553778,en,False,False,False,3309100620,Randy Barry,former Us Navy and Democrat,"perkiomenville, Pa",3,9905,271,633,2,C0DEED,333333,RandyBarry1970,1480,False,0,0,0,0,2
4306,1096525201901305856,"@MousseauJim um ... @AndrewScheer's campaign guy @stephentaylor doesn't want you to call Justin that.
I don't know… https://t.co/tLQz2Blbke",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,163.97500000000002,1096470673453731842,1924904623,en,False,False,True,47534393,Monica Henry,"Anti-Globalist  Advocate truth, critical thought, empowered CITIZENS. Informed, engaged 'Bernier' advocate from Beauce since 2006! 
Proud Founding Member #PPC",St Joseph de Beauce,9,28925,5998,2069,187,352726,3E4415,chevymo,315021,False,0,0,0,1,3
4307,1096525218632425477,@rydbom95 Only way to handle it.,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,17.325,1096525079482155020,179133133,en,False,False,False,233769058,Tom Thompson,Just a small town boy living the American dream #unioncarpenter #firefighter #ripdad #hunting #fishing #2A #silveradonation,"Colver, Pa",8,41810,687,763,2,C0DEED,333333,Thompson53Tommy,27971,False,0,0,0,0,1
4308,1096525224307232768,"My Starbucks had a Starbucks, lol. @ Starbucks https://t.co/jEG4ofEOgV",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,0.8,,,en,False,False,False,41804055,Steve Emery,BRB. Grabbing a beer.,Whitehall PA,9,778,29,172,1,000000,000000,rotlex,649,False,0,0,0,1,0
4309,1096525275024842752,"Me growing up:
I like boobs 
I like boob
I like boo
I like bo 
I like b
I like bo
I like boy
I like boys",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.075,,,en,False,False,False,713454489093562368,Jacob Mele,,,2,1336,43,143,0,F5F8FA,333333,Jmele822,285,False,0,0,0,0,0
4310,1096525330435715072,my fav past time is looking through the following part of your insta notifs bc i love looking at what kinda dirt people be stirring up 😂😂😂,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,11.025,,,en,False,False,False,3090683220,erin,RMU ‘21,"Pittsburgh, PA",3,29600,417,439,8,C0DEED,333333,ekunz22,15222,False,0,0,0,0,0
4312,1096525368822038528,PVI dancing to our Mini-THON song written by Mrs. Kuntz and choreographed Mrs O'Keefe. Song sang by Mrs. Kuntz. PV… https://t.co/2Cg1CTP7Pd,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.575,,,en,False,False,True,900137863542702081,PVI Bears,,,1,125,303,4,0,F5F8FA,333333,pvibears,348,False,0,0,0,1,0
4313,1096525375121879040,Crazy i just put on his moment for life remix RIP,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,10.075000000000001,,,en,True,False,False,1027058852,Randy Savage,shpaptized,,6,21416,397,827,2,000000,000000,ndieter15,12155,False,0,0,0,0,0
4314,1096525398492495872,@GinaRankin6 @MuslimIQ @karen_eggleson I suggest you read about millions of Native Americans murdered in the name o… https://t.co/99um1MDMTk,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,149.0,1096507447643119618,785500976543301632,en,False,False,True,3307889436,Debra Schneider,Liberal Atheist Scientist Artist Trekkie https://www.facebook.com/DelValDemClub/ http://www.facebook.com/whimsiesbeads http://www.facebook.com/startrekmuseum,Milford. PA,3,6979,5930,4664,10,C0DEED,333333,DebraSSchneider,27537,False,0,0,0,1,3
4315,1096525399163588611,"@powertoimpeach Trump has done more for country than last 4 combined,you people on the other hand,well,are very good at throwing stones",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,3.075,1096489221056016386,854050658294673409,en,False,False,False,828191983097221120,michael t mckissick,,,2,3520,123,240,0,F5F8FA,333333,mtmckissick53,12446,False,0,0,0,0,1
4317,1096525464783503360,@lisastark351 STUPID...RIGHT WING...RELIGIOUS ZELOTS...BIG MONEY AND PREJUDICE VOTERS  put him there. We are paying… https://t.co/bnclkVKuyE,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,28.6,1096440136680783872,1034665733005959168,en,False,False,True,3393013192,Dee,,,3,33089,1123,3448,7,C0DEED,333333,AlftaraDiana,36899,False,0,0,0,1,1
4318,1096525481841737731,Why’s the bottom one got me fairly concerned,16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.7,,,en,True,False,False,1096795608,Zach Catrambone,Fly Eagles Fly,,6,1753,308,477,0,C0DEED,333333,zcat19,5170,False,0,0,0,0,0
4319,1096525482814771201,"@CTVNews Mr. Martin should go join Fox News: judge, jury &amp; executioner is how .@ctvnews rolls now. @DonMartinCTV is… https://t.co/T0YXHx8PWE",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,Canada,3376992a082d67c7,Twitter Web Client,77.97500000000001,1096446624908394496,203123011,en,False,False,True,39512124,Under the Radar,"Small L liberal. 🇨🇦 Int'l Politics/ History pro. Still a fashionista in cosmopolitan #Montréal: snarky, progressive, festivals, culture, art, fashion #Philotimo",I mute with reckless abandon. #INTJ,9,146255,2738,3860,127,000000,000000,retail_recruit,104072,False,0,0,0,1,3
4320,1096525568353415168,"@kgal1298 @shutthefkupdon1 @lynda3035 @RobinSt95141010 @ABC And I started off pretty dick-ish, I apologize and appr… https://t.co/TVgZc1tRgG",16,Fri,2019-02-15 16:44:17.546682,15,5,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,4.800000000000001,1096521385050947584,32011126,en,False,False,True,403463630,C-Gutter,6’9” deplorable gamer and proud American 🇺🇸🕹 not a Russian bot.,United States,7,16998,174,308,6,709397,333333,SuperTallDude,5954,False,0,0,0,1,5
4321,1096556034502594560,Just got my Wifi Speeds are insane. https://t.co/u1N6brUi38,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,16.925,,,en,False,False,False,4920817191,Zfee,Streamer | Photographer | use code “ZFEE” @Technisport & @IntoTheAM,Pennsylvania USA,3,5492,653,992,8,000000,000000,RealZfee,5632,False,0,1,0,0,0
4322,1096556074675654656,@TheRynheart @realDonaldTrump @TuckerCarlson Well what do you expect when 600million illegals suck you dry... the g… https://t.co/vjPtOQeKDF,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.1750000000000003,1096394979633713152,850765289641963522,en,False,False,True,1021149774563676163,Jeanette Addis,Medical Assistant,"Kutztown, PA",0,11505,87,45,0,F5F8FA,333333,addis_jeanette,767,False,0,0,0,1,3
4323,1096556083374481408,We switched up the @ms_living #gingham #knit #blanket #pattern using two strands of @malabrigoyarn #rios and made a… https://t.co/8Hhxxsv3iU,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Instagram,62.650000000000006,,,en,False,False,True,130724839,Gwen Coltrin,"Passionate about anything Fiber! Love YARN from creation to finished product. Knit, crochet, felt, tat, spin, weave.",Pennsylvania,8,4033,2233,2463,91,C0DEED,333333,FiberValleyGirl,7856,False,5,0,0,1,2
4324,1096556140454920221,@allyschellx they know that already,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,12.650000000000002,1096555594901831680,357131991,en,False,False,False,1029928123800924160,on jehovah | apollos 1-0,"shit is bigger than a novel, autobiographic; tweet it out my drafts it becomes classic | eagles, cavs, indians. | @allyschellx ❤️","Erie, PA",0,164,449,308,19,F5F8FA,333333,1godbodyzay,19308,False,0,0,0,0,1
4325,1096556158804996097,Here’s a suggestion @Browns  how bout y’all change y’all names to the Cleveland Brown Hounds and y’all logo to a an… https://t.co/PJLEq8QIwl,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,9.0,,,en,False,False,True,1044068496022413313,KING⚜️REIK,GEMINI 6.15 ♊️ Self worth In the works 💯🤞🏽Just a man with a vision living with my God Given talent #SSOGang LU’20 🦁💙#STEELERSNATION,"Pittsburgh, PA",0,76,357,516,1,000000,000000,Rezy_Reik,83,False,0,0,0,1,1
4326,1096556209597902849,"If you're looking for work in #Altoona, PA, check out this #CustomerService job via the link in our bio: Part Time… https://t.co/WTJfIFqUQu",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,CareerArc 2.0,18.225,,,en,False,False,True,72046929,PA Cust. Srv. Jobs,Follow this account for geo-targeted Customer Service job tweets in Pennsylvania Non-Metro. Need help? Tweet us at @CareerArc!,Pennsylvania,9,0,387,275,114,253956,000000,tmj_PA_cstsrv,391,False,2,0,0,1,0
4327,1096556239700586497,quite bold.. put ur money where ur mouth is,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,18.425,,,en,True,False,False,614896444,Rocky Balboa,Full Time Mafia Member... I'll also repair your furnace for the low #GodisGreat #TrustTheProcess #BillsMafia Rock Class of ‘18,"Erie, PA",6,21536,734,654,1,EBC1C1,333333,MindOf_TheRock,30120,False,0,0,0,0,0
4328,1096556273439596544,My twitter the bid no bap 😂😂,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,41.75,,,en,True,False,False,473546412,Beez ♦️,🇯🇵 | ΚΩ Nupe ♦️ | FA16,,7,1278,1655,1496,5,C0DEED,333333,deonnem_,44188,False,0,0,0,0,0
4329,1096556276211961856,Garnet Valley and Downingtown East about 10 minutes or so away. ... https://t.co/ApF3QbNrZb,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for Android,3.825,,,en,False,False,False,845700810776477700,grotzie,"Nosy, open-minded sports reporter ... champion of underdogs ... hater of haters ... opinions are mine... Pictured: Pa. 3A state wrestling champ Hunter Catka.","Pennsylvania, USA",1,223,153,196,0,F5F8FA,333333,delcosportsBob,551,False,0,1,0,0,0
4330,1096556358470651905,Love on the walls of Cedarbrook.#thisischeltenham #mindfulness @CSDCedarbrook @EdMindfully https://t.co/T6qXLVgPrZ,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPad,5.625000000000001,,,en,False,False,False,919988027845480450,Cindy Goldberg,"CSD, M.Ed., Mindfulness Coach, Teacher, CAPP, MMT, #positiveeducation, Change Agent, Workshop Facilitator, Author-Penelope's Headache. #mindfulness #strengths","Philadelphia, PA",1,455,222,649,1,000000,000000,CindyGoldberg13,805,False,2,1,0,0,2
4331,1096556380390076422,"@mlbtraderumors So arbitration is an entire organization against one person? Ok, sounds reasonable.",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Erie, PA",29aaa88d9fe74b50,Twitter for iPhone,0.9750000000000001,1096555403389952000,18691328,en,False,False,False,2495897230,Ballparkfranks,Retired commercial banker and Vietnam Veteran 69-70. Father of two amazing kids and Grandfather of 3. Former 4:28 masters miler and nationally ranked steepler.,United States,4,1903,39,1075,0,C0DEED,333333,miler428_dan,1535,False,0,0,0,0,1
4332,1096556429757112320,@RyanAFournier As opposed to the Ostrich and liar leading the Republicans.,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,1.575,1096534550283501568,166751745,en,False,False,False,390505985,"John Frank Truby, Jr",160 Characters?? Crap!! Father of 3. 3 perfect grandchildren. married 35 years. cancer survivor!,Bethlehem PA,7,8609,60,354,1,C0DEED,333333,Jfthead,776,False,0,0,0,0,1
4333,1096556437873012736,"About accurate, no? https://t.co/3qTxoSrtDw",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter Web Client,132.375,,,en,False,False,False,51678626,🌊Bill Shroyer🌊,"Liberal, Democrat, tolerant Atheist. He/him, gay. #FBR #ProudResistor, I #Followback all resistors. My ""bot-dar"" is strong, bots need not apply.","Jerome, PA",9,46999,5295,5474,0,0099B9,3C3940,UncleClover,4868,False,0,1,0,0,0
4334,1096556449042436096,@EricWolfson @realDonaldTrump @TuckerCarlson Hahaha really 🥴 have you not heard it’s been proven to be a fake collu… https://t.co/v76sYkKNVZ,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,2.1750000000000003,1096359768460005376,62510409,en,False,False,True,1021149774563676163,Jeanette Addis,Medical Assistant,"Kutztown, PA",0,11505,87,45,0,F5F8FA,333333,addis_jeanette,768,False,0,0,0,1,3
4335,1096556465408667649,"🚨GAME DAY🚨Last Weekend of the season as the @ChathamCougar look to end the season on a high note
🆚 @GoValiants 
🕗7:… https://t.co/PpmPTYH4qG",18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,Twitter for iPhone,7.3500000000000005,,,en,False,False,True,783007927,Alex Lyons,Waynesburg University Class of 2019-Sports Broadcasting. Voice of the Chatham University Hockey Teams. Romans 1:16,,6,6261,291,944,1,C0DEED,333333,alyons2631,4326,False,0,0,0,1,2
4336,1096556471788232710,Accident in #Lancaster on 462 Both EB/WB near Hwy 741 #traffic https://t.co/FBhe2icdZQ,18,Fri,2019-02-15 19:01:22.684800,15,6,1,0,0,"Pennsylvania, USA",dd9c503d6c35364b,TTN MDT traffic,41.95,,,en,False,False,False,250308215,TTWN Harrisburg,"Providing accurate & reliable real-time traffic data for broadcast, web, wireless, and navigation consumers in the Harrisburg area.","Harrisburg, PA",8,151,1483,105,65,C0DEED,333333,TotalTrafficMDT,94200,False,2,0,0,1,0
